Country,Year,Food Availibility per capita (kg/cap/year)
Namibia,1995,148.6959034
Namibia,1996,155.1450819
Namibia,1997,172.7887451
Namibia,1998,160.7234108
Namibia,1999,165.53490290000002
Namibia,2000,169.59095119999998
Namibia,2001,166.89165500000001
Namibia,2002,170.5383758
Namibia,2003,173.5622743
Namibia,2004,178.9563928
Namibia,2005,180.0475989
Namibia,2006,182.8841233
Namibia,2007,181.979736
Namibia,2008,174.8781795
Namibia,2009,164.35611780000002
Namibia,2010,172.0263575
Namibia,2011,174.343928
Namibia,2012,175.1822534
Namibia,2013,175.8480924
Congo,1980,173.95737350000002
Congo,1981,171.01799240000003
Congo,1982,174.9211916
Congo,1983,164.76259960000002
Congo,1984,160.0866263
Congo,1985,164.0521946
Congo,1986,166.28405800000002
Congo,1987,169.0800045
Congo,1988,167.6176186
Congo,1989,169.1877188
Congo,1990,162.0728842
Congo,1991,135.51151140000002
Congo,1992,132.46496670000002
Congo,1993,143.0055927
Congo,1994,148.6422074
Congo,1995,145.7108836
Congo,1996,158.7262844
Congo,1997,172.2860437
Congo,1998,163.9476653
Congo,1999,165.9399686
Congo,2000,172.76147590000002
Congo,2001,171.53071609999998
Congo,2002,171.5844496
Congo,2003,175.1307119
Congo,2004,177.62061519999997
Congo,2005,180.4591427
Congo,2006,181.9748761
Congo,2007,178.7626686
Congo,2008,179.0126204
Congo,2009,182.9175441
Congo,2010,174.78196640000002
Congo,2011,169.4723834
Congo,2012,171.1738455
Congo,2013,170.53745890000002
Bangladesh,1980,181.7075406
Bangladesh,1981,177.9651706
Bangladesh,1982,181.0507265
Bangladesh,1983,183.50701730000003
Bangladesh,1984,182.0140869
Bangladesh,1985,185.74783630000002
Bangladesh,1986,183.0122006
Bangladesh,1987,189.15909
Bangladesh,1988,186.2115612
Bangladesh,1989,184.375251
Bangladesh,1990,167.4263002
Bangladesh,1991,167.93442009999998
Bangladesh,1992,168.4096362
Bangladesh,1993,168.0160762
Bangladesh,1994,169.5226066
Bangladesh,1995,169.63677969999998
Bangladesh,1996,167.4982773
Bangladesh,1997,166.44064790000002
Bangladesh,1998,169.6606793
Bangladesh,1999,175.9177469
Bangladesh,2000,178.6481274
Bangladesh,2001,183.6001893
Bangladesh,2002,185.44969719999997
Bangladesh,2003,186.18596719999996
Bangladesh,2004,187.12903889999998
Bangladesh,2005,190.2939049
Bangladesh,2006,191.403653
Bangladesh,2007,190.9801873
Bangladesh,2008,194.8773967
Bangladesh,2009,196.42080090000002
Bangladesh,2010,202.6170998
Bangladesh,2011,204.71094159999998
Bangladesh,2012,207.0444443
Bangladesh,2013,207.2269699
India,1980,147.72514230000002
India,1981,151.20932580000002
India,1982,147.0324668
India,1983,163.429679
India,1984,158.0265685
India,1985,151.9409368
India,1986,153.7450473
India,1987,158.6596758
India,1988,168.375269
India,1989,173.1794802
India,1990,158.04753119999998
India,1991,159.33127030000003
India,1992,160.22305380000003
India,1993,161.3497411
India,1994,161.1011781
India,1995,159.96667580000002
India,1996,160.8120948
India,1997,160.1294416
India,1998,159.42590980000003
India,1999,159.5961048
India,2000,161.40464980000002
India,2001,163.21824630000003
India,2002,160.05976090000001
India,2003,160.9244525
India,2004,159.6721201
India,2005,158.1878374
India,2006,158.3507118
India,2007,159.11077759999998
India,2008,159.3611981
India,2009,156.79549719999997
India,2010,158.44508080000003
India,2011,158.8791418
India,2012,160.1005917
India,2013,162.6724879
Indonesia,1980,176.14369419999997
Indonesia,1981,176.8421156
Indonesia,1982,175.9013859
Indonesia,1983,183.014474
Indonesia,1984,183.6228878
Indonesia,1985,184.69444040000002
Indonesia,1986,187.8697988
Indonesia,1987,190.1793003
Indonesia,1988,198.48263280000003
Indonesia,1989,197.7824385
Indonesia,1990,197.4315975
Indonesia,1991,199.4216878
Indonesia,1992,204.3744719
Indonesia,1993,205.5531701
Indonesia,1994,206.1856989
Indonesia,1995,208.6732271
Indonesia,1996,211.3087909
Indonesia,1997,209.5616783
Indonesia,1998,209.5733507
Indonesia,1999,210.58179469999996
Indonesia,2000,209.0029058
Indonesia,2001,206.1302604
Indonesia,2002,205.40353149999999
Indonesia,2003,209.1627261
Indonesia,2004,209.5132895
Indonesia,2005,210.2067208
Indonesia,2006,210.70625040000002
Indonesia,2007,213.2619716
Indonesia,2008,215.09373340000002
Indonesia,2009,218.0351476
Indonesia,2010,225.22331040000003
Indonesia,2011,229.4652175
Indonesia,2012,232.27725389999998
Indonesia,2013,232.7417452
North Korea,1980,166.021867
North Korea,1981,175.8453476
North Korea,1982,145.57057690000002
North Korea,1983,143.69900090000002
North Korea,1984,144.0556685
North Korea,1985,145.34519440000003
North Korea,1986,153.67664299999998
North Korea,1987,151.663722
North Korea,1988,147.7939294
North Korea,1989,154.987507
North Korea,1990,207.3706561
North Korea,1991,210.45733399999997
North Korea,1992,206.9162784
North Korea,1993,199.3076354
North Korea,1994,198.83641799999998
North Korea,1995,171.0788338
North Korea,1996,161.07551940000002
North Korea,1997,164.8236655
North Korea,1998,148.92487169999998
North Korea,1999,163.17514680000002
North Korea,2000,163.601314
North Korea,2001,169.84606530000002
North Korea,2002,167.8504124
North Korea,2003,168.9894959
North Korea,2004,169.3551631
North Korea,2005,164.5565603
North Korea,2006,163.9918198
North Korea,2007,144.5917566
North Korea,2008,159.7035716
North Korea,2009,158.4558727
North Korea,2010,158.4155577
North Korea,2011,173.5770767
North Korea,2012,160.505598
North Korea,2013,171.39937749999999
Nepal,1980,151.9327073
Nepal,1981,152.19145
Nepal,1982,147.8741338
Nepal,1983,161.4585075
Nepal,1984,165.309304
Nepal,1985,162.36431000000002
Nepal,1986,155.64761130000002
Nepal,1987,171.4046014
Nepal,1988,187.2108335
Nepal,1989,193.8630095
Nepal,1990,184.16696130000003
Nepal,1991,181.86168490000003
Nepal,1992,179.61301890000001
Nepal,1993,174.61822659999999
Nepal,1994,181.8765654
Nepal,1995,183.264063
Nepal,1996,183.9559526
Nepal,1997,187.3083016
Nepal,1998,187.0398677
Nepal,1999,204.4763722
Nepal,2000,186.51184819999997
Nepal,2001,187.2488513
Nepal,2002,187.10312109999998
Nepal,2003,188.0867385
Nepal,2004,187.81559719999998
Nepal,2005,190.1200026
Nepal,2006,192.7044565
Nepal,2007,193.3342237
Nepal,2008,193.86207240000002
Nepal,2009,196.7365591
Nepal,2010,198.3578512
Nepal,2011,199.7354541
Nepal,2012,202.03961189999998
Nepal,2013,202.78497959999999
Pakistan,1980,147.2717692
Pakistan,1981,142.640553
Pakistan,1982,146.7621636
Pakistan,1983,146.6734908
Pakistan,1984,147.0384301
Pakistan,1985,144.2962204
Pakistan,1986,139.24746919999998
Pakistan,1987,139.6916467
Pakistan,1988,135.7581419
Pakistan,1989,153.5482498
Pakistan,1990,154.3674869
Pakistan,1991,155.742671
Pakistan,1992,152.2701585
Pakistan,1993,154.660741
Pakistan,1994,156.42536930000003
Pakistan,1995,158.0843719
Pakistan,1996,156.2833709
Pakistan,1997,155.65672659999998
Pakistan,1998,156.8049355
Pakistan,1999,150.62614319999997
Pakistan,2000,149.2784895
Pakistan,2001,148.7348266
Pakistan,2002,148.0068305
Pakistan,2003,148.64898780000001
Pakistan,2004,141.58272390000002
Pakistan,2005,142.3344279
Pakistan,2006,144.9101001
Pakistan,2007,146.7027196
Pakistan,2008,148.70522150000002
Pakistan,2009,152.32001110000002
Pakistan,2010,149.9408735
Pakistan,2011,160.58659980000002
Pakistan,2012,159.6930168
Pakistan,2013,159.89871330000003
Philippines,1980,155.0381601
Philippines,1981,152.90429509999998
Philippines,1982,154.2281288
Philippines,1983,133.82594
Philippines,1984,144.71837490000001
Philippines,1985,143.7044558
Philippines,1986,147.7805825
Philippines,1987,140.04549219999998
Philippines,1988,146.09788419999998
Philippines,1989,149.0805018
Philippines,1990,151.57395449999999
Philippines,1991,150.1548203
Philippines,1992,156.72724019999998
Philippines,1993,153.84510690000002
Philippines,1994,146.41297580000003
Philippines,1995,153.4989559
Philippines,1996,153.6207345
Philippines,1997,154.8657293
Philippines,1998,150.33300580000002
Philippines,1999,156.28764919999998
Philippines,2000,154.87610980000002
Philippines,2001,154.5168334
Philippines,2002,148.8488791
Philippines,2003,153.26754630000002
Philippines,2004,158.7542205
Philippines,2005,161.23114840000002
Philippines,2006,161.4676123
Philippines,2007,166.4838534
Philippines,2008,168.9407561
Philippines,2009,168.2021471
Philippines,2010,168.4272373
Philippines,2011,170.536374
Philippines,2012,169.43381619999997
Philippines,2013,169.9855809
Sri Lanka,1980,143.2292382
Sri Lanka,1981,150.35433319999999
Sri Lanka,1982,160.24001619999999
Sri Lanka,1983,159.130833
Sri Lanka,1984,155.4830966
Sri Lanka,1985,155.4505255
Sri Lanka,1986,150.8531505
Sri Lanka,1987,155.56934180000002
Sri Lanka,1988,155.0738749
Sri Lanka,1989,149.56644880000002
Sri Lanka,1990,151.8801939
Sri Lanka,1991,150.0397279
Sri Lanka,1992,152.74035859999998
Sri Lanka,1993,153.6047314
Sri Lanka,1994,155.31990249999998
Sri Lanka,1995,157.18571430000003
Sri Lanka,1996,154.66444199999998
Sri Lanka,1997,156.9088872
Sri Lanka,1998,159.0580842
Sri Lanka,1999,160.3777151
Sri Lanka,2000,161.105794
Sri Lanka,2001,159.6079928
Sri Lanka,2002,160.69704819999998
Sri Lanka,2003,164.1930947
Sri Lanka,2004,163.7219075
Sri Lanka,2005,163.3081871
Sri Lanka,2006,165.5298494
Sri Lanka,2007,167.17669840000002
Sri Lanka,2008,169.41962949999999
Sri Lanka,2009,173.4753013
Sri Lanka,2010,177.3313226
Sri Lanka,2011,177.5939284
Sri Lanka,2012,177.88500990000003
Sri Lanka,2013,170.25910019999998
Vietnam,1980,168.5760626
Vietnam,1981,174.39103930000002
Vietnam,1982,164.3912379
Vietnam,1983,165.18320219999998
Vietnam,1984,167.9096713
Vietnam,1985,165.9570358
Vietnam,1986,170.6800931
Vietnam,1987,162.1506832
Vietnam,1988,165.4249003
Vietnam,1989,161.50153459999999
Vietnam,1990,171.92182749999998
Vietnam,1991,172.21279630000004
Vietnam,1992,175.16547309999999
Vietnam,1993,175.08982460000001
Vietnam,1994,179.4034574
Vietnam,1995,180.7794256
Vietnam,1996,179.47356169999998
Vietnam,1997,179.37584109999997
Vietnam,1998,181.3833726
Vietnam,1999,188.2824524
Vietnam,2000,192.5734645
Vietnam,2001,199.5375135
Vietnam,2002,204.1489791
Vietnam,2003,204.7528922
Vietnam,2004,205.37698980000002
Vietnam,2005,209.0096921
Vietnam,2006,210.0962368
Vietnam,2007,210.23548870000002
Vietnam,2008,210.72739040000002
Vietnam,2009,210.73083430000003
Vietnam,2010,211.3658986
Vietnam,2011,215.8563506
Vietnam,2012,218.2735
Vietnam,2013,220.2280539
Cambodia,1980,161.8789725
Cambodia,1981,169.358347
Cambodia,1982,167.337539
Cambodia,1983,169.549124
Cambodia,1984,166.02566519999996
Cambodia,1985,155.96669619999997
Cambodia,1986,153.865203
Cambodia,1987,163.5636143
Cambodia,1988,165.5275046
Cambodia,1989,159.5468991
Cambodia,1990,149.7599075
Cambodia,1991,145.7730263
Cambodia,1992,157.08828359999998
Cambodia,1993,151.9708013
Cambodia,1994,153.42568319999998
Cambodia,1995,163.51029619999997
Cambodia,1996,159.4928751
Cambodia,1997,167.4029605
Cambodia,1998,165.50360869999997
Cambodia,1999,167.9868147
Cambodia,2000,169.5147833
Cambodia,2001,171.0064368
Cambodia,2002,174.26011069999998
Cambodia,2003,184.2141239
Cambodia,2004,186.36860330000002
Cambodia,2005,191.7051679
Cambodia,2006,193.5600014
Cambodia,2007,195.57127769999997
Cambodia,2008,200.0257005
Cambodia,2009,206.6635453
Cambodia,2010,225.29640240000003
Cambodia,2011,231.61280840000003
Cambodia,2012,235.26628540000002
Cambodia,2013,235.9665781
Laos,1980,190.5495256
Laos,1981,188.13800580000003
Laos,1982,190.4281338
Laos,1983,186.8057669
Laos,1984,182.15241569999998
Laos,1985,186.49566430000002
Laos,1986,187.35907450000002
Laos,1987,189.9791631
Laos,1988,184.71210390000002
Laos,1989,185.34319490000001
Laos,1990,219.9583231
Laos,1991,209.3978054
Laos,1992,194.9016275
Laos,1993,191.5773914
Laos,1994,188.34085919999998
Laos,1995,195.03522009999998
Laos,1996,195.33826430000002
Laos,1997,197.1131515
Laos,1998,198.58692480000002
Laos,1999,196.9389894
Laos,2000,195.5794581
Laos,2001,196.22539440000003
Laos,2002,195.7310727
Laos,2003,203.4880717
Laos,2004,207.9076
Laos,2005,216.42581230000002
Laos,2006,217.9974103
Laos,2007,221.1020478
Laos,2008,225.75272489999998
Laos,2009,228.76987119999998
Laos,2010,235.8875429
Laos,2011,250.11656180000003
Laos,2012,261.79767730000003
Laos,2013,262.2115793
Mongolia,1980,148.353776
Mongolia,1981,150.9400305
Mongolia,1982,152.6030956
Mongolia,1983,162.03805549999998
Mongolia,1984,159.2490731
Mongolia,1985,150.7689112
Mongolia,1986,153.4388965
Mongolia,1987,149.46398090000002
Mongolia,1988,154.68571310000002
Mongolia,1989,147.9046998
Mongolia,1990,146.1271545
Mongolia,1991,144.74825890000002
Mongolia,1992,142.4530061
Mongolia,1993,140.1540891
Mongolia,1994,142.98334640000002
Mongolia,1995,130.24900259999998
Mongolia,1996,129.5569257
Mongolia,1997,134.3939264
Mongolia,1998,137.8387492
Mongolia,1999,159.5926437
Mongolia,2000,141.07146719999997
Mongolia,2001,144.7292227
Mongolia,2002,141.7090345
Mongolia,2003,148.7263283
Mongolia,2004,145.1366748
Mongolia,2005,144.69009419999998
Mongolia,2006,149.4740555
Mongolia,2007,156.28053219999998
Mongolia,2008,156.079776
Mongolia,2009,158.2976119
Mongolia,2010,155.7300302
Mongolia,2011,162.26883519999998
Mongolia,2012,164.77605469999997
Mongolia,2013,163.1439897
Yemen,1980,156.4123056
Yemen,1981,157.2781315
Yemen,1982,160.2891245
Yemen,1983,168.8593532
Yemen,1984,161.444412
Yemen,1985,159.2611626
Yemen,1986,169.64058630000002
Yemen,1987,168.4752248
Yemen,1988,175.0043798
Yemen,1989,174.2612478
Yemen,1990,154.4581938
Yemen,1991,159.9144967
Yemen,1992,161.81014409999997
Yemen,1993,161.3999114
Yemen,1994,162.781518
Yemen,1995,163.68208
Yemen,1996,153.6021489
Yemen,1997,157.5225405
Yemen,1998,157.1146504
Yemen,1999,158.10682309999999
Yemen,2000,159.363451
Yemen,2001,163.0284861
Yemen,2002,157.32215730000001
Yemen,2003,153.33606569999998
Yemen,2004,149.413426
Yemen,2005,153.2213476
Yemen,2006,167.52178769999998
Yemen,2007,160.73055580000002
Yemen,2008,159.14041909999997
Yemen,2009,157.56881059999998
Yemen,2010,159.9203974
Yemen,2011,158.2334909
Yemen,2012,161.1594278
Yemen,2013,153.9117111
Armenia,1992,151.46832659999998
Armenia,1993,165.95873630000003
Armenia,1994,172.5800571
Armenia,1995,159.6744962
Armenia,1996,162.22090500000002
Armenia,1997,163.6808302
Armenia,1998,160.23679819999998
Armenia,1999,163.1572321
Armenia,2000,158.80757549999998
Armenia,2001,163.6709844
Armenia,2002,159.56077280000002
Armenia,2003,151.9709861
Armenia,2004,182.96675969999998
Armenia,2005,181.6790688
Armenia,2006,177.9790846
Armenia,2007,167.7871805
Armenia,2008,167.11854419999997
Armenia,2009,169.82374860000002
Armenia,2010,159.63501630000002
Armenia,2011,165.1361317
Armenia,2012,173.20564219999997
Armenia,2013,172.7618563
Azerbaijan,1992,159.46078569999997
Azerbaijan,1993,152.5518572
Azerbaijan,1994,146.7441584
Azerbaijan,1995,154.55518840000002
Azerbaijan,1996,157.6721178
Azerbaijan,1997,162.5736323
Azerbaijan,1998,165.7143392
Azerbaijan,1999,167.9810893
Azerbaijan,2000,169.8508632
Azerbaijan,2001,172.0743929
Azerbaijan,2002,173.2710926
Azerbaijan,2003,174.1271667
Azerbaijan,2004,175.4802965
Azerbaijan,2005,175.1304507
Azerbaijan,2006,170.6268903
Azerbaijan,2007,171.1160719
Azerbaijan,2008,169.68284619999997
Azerbaijan,2009,170.2182458
Azerbaijan,2010,167.5523248
Azerbaijan,2011,168.50441730000003
Azerbaijan,2012,171.5501252
Azerbaijan,2013,173.42449219999997
Georgia,1992,157.1171005
Georgia,1993,165.0561144
Georgia,1994,157.52631609999997
Georgia,1995,168.1390036
Georgia,1996,173.24244040000002
Georgia,1997,216.95536090000002
Georgia,1998,206.1731895
Georgia,1999,214.5631238
Georgia,2000,193.94676
Georgia,2001,196.2938459
Georgia,2002,208.3807767
Georgia,2003,215.1596591
Georgia,2004,203.44721069999997
Georgia,2005,204.9993388
Georgia,2006,192.4546636
Georgia,2007,197.360924
Georgia,2008,197.1424774
Georgia,2009,196.7811949
Georgia,2010,196.3288844
Georgia,2011,199.5261361
Georgia,2012,201.8595388
Georgia,2013,203.7088247
Kyrgyzstan,1992,160.2315667
Kyrgyzstan,1993,156.0106226
Kyrgyzstan,1994,152.47070630000002
Kyrgyzstan,1995,161.79551730000003
Kyrgyzstan,1996,162.7860708
Kyrgyzstan,1997,175.1142643
Kyrgyzstan,1998,172.0283004
Kyrgyzstan,1999,172.99967519999998
Kyrgyzstan,2000,176.45928830000003
Kyrgyzstan,2001,178.84661719999997
Kyrgyzstan,2002,181.5205834
Kyrgyzstan,2003,184.8678412
Kyrgyzstan,2004,186.55705880000002
Kyrgyzstan,2005,185.7580889
Kyrgyzstan,2006,173.05517959999997
Kyrgyzstan,2007,181.46327130000003
Kyrgyzstan,2008,188.7329618
Kyrgyzstan,2009,191.505991
Kyrgyzstan,2010,189.75040719999998
Kyrgyzstan,2011,193.26348869999998
Kyrgyzstan,2012,191.5090821
Kyrgyzstan,2013,192.5046809
Tajikistan,1992,162.4346829
Tajikistan,1993,127.7281219
Tajikistan,1994,112.9759909
Tajikistan,1995,107.13552659999998
Tajikistan,1996,117.08705570000001
Tajikistan,1997,130.27498980000001
Tajikistan,1998,132.56996329999998
Tajikistan,1999,135.67084609999998
Tajikistan,2000,136.47654519999998
Tajikistan,2001,138.5396135
Tajikistan,2002,145.7443731
Tajikistan,2003,146.9259858
Tajikistan,2004,147.4394132
Tajikistan,2005,146.1134325
Tajikistan,2006,186.95433290000003
Tajikistan,2007,211.12039130000002
Tajikistan,2008,212.64333849999997
Tajikistan,2009,217.7783023
Tajikistan,2010,214.12784130000003
Tajikistan,2011,224.57969350000002
Tajikistan,2012,229.54303140000002
Tajikistan,2013,229.38289550000002
Turkmenistan,1992,170.7456852
Turkmenistan,1993,175.57234730000002
Turkmenistan,1994,171.4089751
Turkmenistan,1995,158.90089469999998
Turkmenistan,1996,145.8631001
Turkmenistan,1997,143.4317314
Turkmenistan,1998,144.8946479
Turkmenistan,1999,147.3643523
Turkmenistan,2000,153.20375330000002
Turkmenistan,2001,157.294397
Turkmenistan,2002,167.9442361
Turkmenistan,2003,173.18927649999998
Turkmenistan,2004,173.2117025
Turkmenistan,2005,176.5708526
Turkmenistan,2006,182.13677130000002
Turkmenistan,2007,178.8133019
Turkmenistan,2008,178.4085373
Turkmenistan,2009,178.0211825
Turkmenistan,2010,177.1423151
Turkmenistan,2011,177.0365418
Turkmenistan,2012,176.7150091
Turkmenistan,2013,176.34788669999998
Uzbekistan,1992,161.768946
Uzbekistan,1993,157.7885085
Uzbekistan,1994,157.8690116
Uzbekistan,1995,152.4535302
Uzbekistan,1996,155.6967727
Uzbekistan,1997,155.85600459999998
Uzbekistan,1998,150.55103400000002
Uzbekistan,1999,150.83736069999998
Uzbekistan,2000,147.4830049
Uzbekistan,2001,144.8840269
Uzbekistan,2002,147.3729182
Uzbekistan,2003,153.01144330000002
Uzbekistan,2004,153.5227617
Uzbekistan,2005,153.9401833
Uzbekistan,2006,154.9782908
Uzbekistan,2007,157.2109065
Uzbekistan,2008,155.57983480000001
Uzbekistan,2009,158.6360213
Uzbekistan,2010,159.947327
Uzbekistan,2011,159.1760706
Uzbekistan,2012,166.061697
Uzbekistan,2013,169.6689946
Moldova,1992,156.7039689
Moldova,1993,163.55749609999998
Moldova,1994,165.4553861
Moldova,1995,152.8393345
Moldova,1996,154.0039447
Moldova,1997,159.15754840000002
Moldova,1998,152.0656873
Moldova,1999,142.0714484
Moldova,2000,147.71982140000003
Moldova,2001,163.03652549999998
Moldova,2002,164.96120980000003
Moldova,2003,191.06706880000002
Moldova,2004,192.74035039999998
Moldova,2005,198.5956954
Moldova,2006,201.34234709999998
Moldova,2007,187.5608154
Moldova,2008,191.8449708
Moldova,2009,192.704929
Moldova,2010,194.48431599999998
Moldova,2011,201.55615569999998
Moldova,2012,190.45089199999998
Moldova,2013,193.3599122
Bolivia,1980,128.8624397
Bolivia,1981,136.02100190000002
Bolivia,1982,130.9723665
Bolivia,1983,127.42245990000002
Bolivia,1984,140.6292076
Bolivia,1985,151.82193610000002
Bolivia,1986,134.580372
Bolivia,1987,134.1061737
Bolivia,1988,126.6274621
Bolivia,1989,134.5651744
Bolivia,1990,117.112674
Bolivia,1991,127.3786971
Bolivia,1992,118.50434920000001
Bolivia,1993,126.00595590000002
Bolivia,1994,130.3111154
Bolivia,1995,131.0795569
Bolivia,1996,122.38966709999998
Bolivia,1997,117.8012647
Bolivia,1998,119.83799540000001
Bolivia,1999,124.9359793
Bolivia,2000,134.5335683
Bolivia,2001,134.4366685
Bolivia,2002,131.8371557
Bolivia,2003,133.15232890000001
Bolivia,2004,136.935282
Bolivia,2005,142.63635180000003
Bolivia,2006,145.7068418
Bolivia,2007,142.0183572
Bolivia,2008,143.98121909999998
Bolivia,2009,139.4802653
Bolivia,2010,143.1546629
Bolivia,2011,143.9262592
Bolivia,2012,142.8964554
Bolivia,2013,142.9221124
Colombia,1980,107.2553662
Colombia,1981,107.3522722
Colombia,1982,110.0445959
Colombia,1983,110.1028337
Colombia,1984,110.42293590000001
Colombia,1985,104.66083959999999
Colombia,1986,103.763948
Colombia,1987,104.1896606
Colombia,1988,104.5259844
Colombia,1989,107.0848568
Colombia,1990,97.4780819
Colombia,1991,97.42029526
Colombia,1992,100.410036
Colombia,1993,107.48463799999999
Colombia,1994,109.892425
Colombia,1995,112.6939122
Colombia,1996,118.15333429999998
Colombia,1997,120.1274104
Colombia,1998,118.1285426
Colombia,1999,120.2123205
Colombia,2000,120.9123919
Colombia,2001,123.4963463
Colombia,2002,122.8063382
Colombia,2003,128.526118
Colombia,2004,131.1093427
Colombia,2005,128.8794547
Colombia,2006,123.08291979999998
Colombia,2007,122.1604622
Colombia,2008,127.73057309999999
Colombia,2009,125.22393190000001
Colombia,2010,121.170506
Colombia,2011,108.4239225
Colombia,2012,110.95792809999999
Colombia,2013,113.39141129999999
DomRep,1980,89.39596102
DomRep,1981,87.19469932
DomRep,1982,86.13721333
DomRep,1983,91.02109989
DomRep,1984,94.57764458
DomRep,1985,104.7268035
DomRep,1986,95.85390738
DomRep,1987,88.78453561
DomRep,1988,92.59959807
DomRep,1989,87.50996792
DomRep,1990,92.14959981
DomRep,1991,82.96927657
DomRep,1992,86.15314861
DomRep,1993,85.25257628
DomRep,1994,78.50874494
DomRep,1995,83.87113493
DomRep,1996,88.42610897
DomRep,1997,90.77285943
DomRep,1998,90.21804314
DomRep,1999,92.83820519
DomRep,2000,80.00135951
DomRep,2001,91.51138841
DomRep,2002,92.4948629
DomRep,2003,94.38555838
DomRep,2004,90.76764085
DomRep,2005,90.82890638
DomRep,2006,92.02068946
DomRep,2007,93.23664394
DomRep,2008,93.35602136
DomRep,2009,95.94975265
DomRep,2010,97.95826036
DomRep,2011,97.05472496
DomRep,2012,97.02296054
DomRep,2013,96.74686992
Ecuador,1980,95.46830708
Ecuador,1981,90.39935637
Ecuador,1982,94.85413682
Ecuador,1983,86.59683666
Ecuador,1984,96.84053485
Ecuador,1985,88.05495116
Ecuador,1986,93.71469609999998
Ecuador,1987,101.1937593
Ecuador,1988,119.9084778
Ecuador,1989,104.73260040000001
Ecuador,1990,99.31318132
Ecuador,1991,91.63774497
Ecuador,1992,101.1350795
Ecuador,1993,111.94791550000001
Ecuador,1994,122.97166259999999
Ecuador,1995,113.79781709999999
Ecuador,1996,127.3173315
Ecuador,1997,115.5783547
Ecuador,1998,106.6103976
Ecuador,1999,117.5225751
Ecuador,2000,107.0575604
Ecuador,2001,109.4393594
Ecuador,2002,105.1030415
Ecuador,2003,109.06712920000001
Ecuador,2004,112.11673329999999
Ecuador,2005,116.0036227
Ecuador,2006,112.17933020000001
Ecuador,2007,107.50510690000002
Ecuador,2008,106.43645719999999
Ecuador,2009,106.0038622
Ecuador,2010,107.0827598
Ecuador,2011,104.8330378
Ecuador,2012,108.2968645
Ecuador,2013,106.945232
El Salvador,1980,138.60478999999998
El Salvador,1981,143.2316386
El Salvador,1982,141.3908554
El Salvador,1983,144.5081907
El Salvador,1984,146.0338112
El Salvador,1985,145.8066603
El Salvador,1986,140.3623114
El Salvador,1987,137.22887
El Salvador,1988,135.3505382
El Salvador,1989,140.4789021
El Salvador,1990,147.8866958
El Salvador,1991,144.1682019
El Salvador,1992,148.0787397
El Salvador,1993,147.6947825
El Salvador,1994,147.5354492
El Salvador,1995,144.1588896
El Salvador,1996,136.7616757
El Salvador,1997,144.83044280000001
El Salvador,1998,145.3658934
El Salvador,1999,152.49161830000003
El Salvador,2000,156.7437343
El Salvador,2001,160.19359540000002
El Salvador,2002,161.6910243
El Salvador,2003,166.5625735
El Salvador,2004,171.0894048
El Salvador,2005,171.7568369
El Salvador,2006,173.3440595
El Salvador,2007,175.3208776
El Salvador,2008,177.7892734
El Salvador,2009,179.3336743
El Salvador,2010,179.2615586
El Salvador,2011,176.0717856
El Salvador,2012,173.204551
El Salvador,2013,173.2892666
Guatemala,1980,138.8001616
Guatemala,1981,159.66540969999997
Guatemala,1982,147.2043634
Guatemala,1983,139.1289522
Guatemala,1984,126.0599991
Guatemala,1985,137.96351840000003
Guatemala,1986,152.14519019999997
Guatemala,1987,152.4380769
Guatemala,1988,154.9200523
Guatemala,1989,140.96242759999998
Guatemala,1990,143.3274618
Guatemala,1991,141.9756358
Guatemala,1992,139.8605016
Guatemala,1993,146.4828566
Guatemala,1994,146.5312368
Guatemala,1995,149.0897679
Guatemala,1996,143.51920859999998
Guatemala,1997,134.3254116
Guatemala,1998,135.38489719999998
Guatemala,1999,140.2784684
Guatemala,2000,122.85418829999999
Guatemala,2001,123.83507730000001
Guatemala,2002,125.0209533
Guatemala,2003,126.44528770000001
Guatemala,2004,127.0323091
Guatemala,2005,130.66614140000001
Guatemala,2006,135.0612387
Guatemala,2007,133.7095244
Guatemala,2008,129.8161625
Guatemala,2009,127.83596399999999
Guatemala,2010,128.5817714
Guatemala,2011,130.1525187
Guatemala,2012,127.99042800000001
Guatemala,2013,128.2869223
Haiti,1980,112.66978909999999
Haiti,1981,115.82472299999999
Haiti,1982,111.99765259999998
Haiti,1983,115.6287998
Haiti,1984,112.0165022
Haiti,1985,111.5536043
Haiti,1986,110.48823030000001
Haiti,1987,109.67849629999999
Haiti,1988,109.2800628
Haiti,1989,105.13954199999999
Haiti,1990,98.63139146
Haiti,1991,110.72172150000002
Haiti,1992,112.1165453
Haiti,1993,110.8206342
Haiti,1994,111.8153409
Haiti,1995,112.8879106
Haiti,1996,108.0186348
Haiti,1997,110.44954369999999
Haiti,1998,113.97062360000001
Haiti,1999,110.3742611
Haiti,2000,109.92024140000001
Haiti,2001,111.6450933
Haiti,2002,110.07894850000001
Haiti,2003,110.0717405
Haiti,2004,113.14617520000002
Haiti,2005,122.39678229999998
Haiti,2006,123.93931459999999
Haiti,2007,117.9474945
Haiti,2008,124.91478470000001
Haiti,2009,124.4787328
Haiti,2010,137.2947949
Haiti,2011,127.14692079999999
Haiti,2012,117.2698028
Haiti,2013,127.482871
Honduras,1980,124.56605659999998
Honduras,1981,125.82357209999999
Honduras,1982,121.1775457
